Genes	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1A_RA2_1_24819.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1B_RD3_1_24856.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\1C_RF5_1_24884.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2A_G1_1_24820.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2B_RD4_1_24857.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\2C_RF6_1_24885.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3A_RA4_1_24822.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3B_RD5_1_24858.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\3C_G1_1_24886.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4A_RA5_1_24823.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4B_RD6_1_24859.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\4C_RF8_1_24888.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5A_RA6_1_24824.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5B_RD7_1_24860.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\5C_RF9_1_24889.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6A_RA7_1_24825.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6B_RD8_1_24861.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\6C_RF10_1_24890.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7A_G1_1_24826.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7B_G1_1_24862.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\7C_RF11_1_24891.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8A_RA9_1_24828.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8B_RD10_1_24866.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\8C_RG1_1_24892.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9A_RA10_1_24829.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9B_RD11_1_24867.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\9C_RG2_1_24893.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24830.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10A_RA11_1_24832.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10B_RE1_1_24868.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\10C_RG3_1_24894.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11A_RB1_1_24833.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11B_RE2_1_24869.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\11C_RG4_1_24895.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12A_RB2_1_24834.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12B_RE3_1_24870.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\12C_RG5_1_24896.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13A_RB3_1_24835.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13B_RE4_1_24871.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\13C_G1_1_24897.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14A_RB4_1_24837.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14B_RE5_1_24872.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\14C_RG7_1_24899.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15A_RB5_1_24838.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15B_RE6_1_24873.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\15C_RG8_1_24900.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16A_RB6_1_24839.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16B_RE7_1_24874.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\16C_RG9_1_24901.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17A_G1_1_24840.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17B_G1_1_24875.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\17C_RG10_1_24902.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18A_RB8_1_24842.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18B_RE9_1_24877.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\18C_RG11_1_24903.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19A_RB9_1_24843.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19B_RE10_1_24878.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\19C_RH1_1_24904.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20A_RB10_1_24844.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20B_RE11_1_24879.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\20C_RH2_1_24905.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22A_RB11_1_24845.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22B_RF1_1_24880.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\22C_RH3_1_24906.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23A_RC1_1_24846.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23B_RF2_1_24881.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\23C_RH4_1_24907.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24A_RC2_1_24847.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24B_RF3_1_24882.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\24C_RH5_1_24908.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25A_RC3_1_24848.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25B_RF4_1_24883.d	D:\Mass_spectrometry\Raw_data\Joakim\Simon Horse second run2\25C_G1_1_24909.d
PRMT5	12399.1	7535.38	6049.62	5128.49	4034.01	5664.33	3662.01	7780.16	6696.64		3577.28	8369.61		7107.31	9066.46	4289.09	4140.98	6466.79		8198.72	5427.29	1692.73	9380.87	8941.88	6825.11	7404.51	7088.55			6705.55	7850.64	3591.62	7769.07	5812.98		6643.15	7241.91		3761.32	5928.38	4971.71	10460.4	6250.26	4401.96	5611.72	7703.53	4554.32	6928.98	6493.27	4338.84	6214.58	6495.54		7247.11	6690.26		9022.55	7145.19	5211.81	7962.35	4135.37		5833.3	5014.45		6537.59	5456.48		8196.74	7879.14	5733.76	3754.83	
PRMT9	1073.34																																																																								
PROB1					335.834			272.685															344.387			349.146	132.921																					305.06	170.503																								
PROC	4618.22	2990.16	6184.1	4471.42	7658.56	2449.17	3936.66	3302.14	5909.8	6920.17	6592.85	7237.09	4372.22	2655.59	2432.72	2951.42	6061.44	9353	8085.43	5946.63	4397.67	4159.62	3711.26	6300.67	3639.19	4188.33	3699.93		8743.8	3863.82	6297.27	7602.32	4942.37	5424.51	21733.2	3428.69	7021.48	10858.4	4038.34	3050.05	2767.71	5001.73	5026.41	2299.66	5169.45	9596.07	3712.6	6872.18	3075.61	2256.34	4485.39	15979.8	1845.9	5602.82	5262.96	8644	4071.87	7068.82	4537	3961.37	4313.03	12910.2	7671.13	7114.71	6352.43	5037.45	6230.73	3620.87	5829.05	6476.61	3021.15	4204.59	9530.69
PROCR	1454.68	3016.91		3920.87	4029.91	1490.47	941.285	1999.19	1787.43	1709.81	1860.79	2954.72	3469.75	3411.54	1703.84		1782.3		2052.01	4209.7	1519.1	1938.73	2205.63	3135.03	1178.98	6518.19	1247.72		2166.57	5037.89		3589.14	666.463	2274.83	2646.28	3158.96			1380.8	1774.54	2306.95	2541.58	4778.66	2916.89	1327.38		1068.48	8433.23	827.554	2627.42	2256.97		1799.82	3756.72			3331.51	1122.84	5288.34	3047.71	2708.46	1484.65	1187.68	901.186		3311.89	836.846		2790.29	2650.28		701.002	
PROS1	3463.61	2514.47	1995.66	3301.27	4033.3	1803.04	3417.58	2201.62	2122.71	10648.6	5051.89	3046.31	2616.44	1717.63	1918.84	2687.63	4399.72	2806.04	2371.37	3040.08	2878.8	4634.95	2423.6	2310.33	4545.43	2461.55	2263.34		4466.94	2446.45	2132.11	8604.42	2179.81	2314.53	26710.5	1871.63	1883.88		2826.89	1701.12	5323.95	2697.89	2597.13	2830.47	2329.72	3517.87	2053.72	5191.84	2089.6	2943.88	2238.85	4029.5	2111.99	3851.21	3211.73	6959.46	3037.98	3603.96	11505.8	2732.17	1883.6	8763.39	4704.48	4944.56	6927.27	3279.04	3613.98	5787.63	3836.44	4123.07	3330.11	2590.25	165821
PROZ	1078.26			2985.95	3107.39	704.703	3774.97	639.89		9438.22	2253.47		4314.63	496.765		1079.89	1913.17		3285.64		498.518	3776.96			4272.1	680.787	780.821		9982.21			3947.3	767.487	1313.91	8473.85			10858.1	2263.41	782.227	7426.23		2955.61	2304.28	1191.85		2197.98		852.038	1199.13	1206.73		1412.76	1914.2	1483.59				6310.75	1063.3	824.479	4636.98			2704.31	1421.15	1488.65	4893.69			1363.99	1007.65	
PRPF38B		3106.5	1988.35	3962.62	1936.81	1366.13		2596.12	3032.53		2209.19	2852.32		1747.94	2575.03	2914.4	1736.36	2603.01		3559.46	2031.51	2396.2	2645.27	3014.2		2296.56	1346.21			2271.95	2674.34		1578.86	1883.59		2014.72	2632.39		1058.1	2225.7	4824.23	2332.55	2975.11	2934.68	1688.79	2249.14	3784.7	2393.17	1959.89		2040.92	1903.6		2654.62	3079.44		3991.17	3023.56		2675.78			2406.56	2278.4	1165.67	1521.21	2594.04		2596.19	2036.35	1665.41	1826.8	
PRPF8	1662.91	2367.96	2685.64		5180.17	597.544	2051.48	3215.73	6245.49		1629.58	3702.13		2613.24				2121.15		3750.74			3263.06	1246.92		2882.89	1184.23		1888.09	4274.51	2021.5	2047.06	1669.22	1545.53		3522.59	2100.27	7659.39	2318.58		1713.24	3979.79		2211.1	2150.69	1604.97	1911.17	3102.74	889.962	2403.02		2309.14		2304.94	1601.13		3561.95	3627.32		1567.33	3663.73		3873.58	3540.5			1875.24		3093.74	2198.31		1141.76	
PRPH		1088.4			4547.78	1298.45	3038.39			10650.6	2550.79	1122.12		3121.47			1532.71			1939.37	811.504		5311.9		2185.98	7151.48				1207.78			1135.5	357.886			3016.44	5689.09	2374.3			1631.57				792.635	2454.98	1591.93	1153.92	1194.67		4973.38		1998.99			575.302	4545.56		401.499	15144.2	8568.67	638.485	8264.28		3190.02	2526.12			2027.16	6321.56	2838.34	
PRPS2	14637.9	6424.22	4931.93	9039.43	17650.5	6999.38	14173.7	7353.71	6200.14	10181.5	6851.37	6564.31	15573.5	6813.87	11944.8	10990	6943.47	6878.21	12474.7	6262.94	8051.68	11345.8	8698.67	9316.95	15558	10798.5	9298.76		15187.7	7801.12	6408.45	15639.3	9642.58	9681.4	21774.5	9103.84	6908.16		4689.92	9604.36	10922.5	7335.88	9815.9	5769.95	8655.03	6794.79	8665.6	8936.77	6874.84	6873.8	8267.19	3758.41	11332.9	6395.82	9441.48	7990.09	10580.7	7295.5	6606.35	7488.19	7029.17	10728.2	7622.91	9297.28	13708.7	7359.24	7148.9	10613	7037.01	9506.74	13156.7	4290.67	
PRPSAP1	3845.74		2571.25	3709.52	8105.45	3925.82		4058.92	5337.01		1605.55	6594.22		7389.91	5712.53			4915.4		3455.71	5425.47		4168.97	6410.62		3206.31	6375.25			3613.59	5347.93			8137.56		10234.8	5542.79			6420.14		4271.65	4957.67	15966.3	5483.18	4924.98		3675.78	4266.18		13409.6	2488.61		2831.6	4186.64	8330.7	4506.05	3246.6		2763.87	9763.31		4315.91	4182.99		4100.12	3412.43		3548.09	5129.06		5902.62	
PRPSAP2		1068.31	2018.01	2290.81	1610.28	2587.53		1627.57	1795.23			1685.34	1663.12	1303.49			1678.48	2561.48		1451.06	2472.91			1650.07		1840.76	2586.49		2537.99	1450.14	2260.18	3225.63		2385.25			2254.16		884.535	1467.17		2297.37	1741.52		1180.92	1591.1	1487.61	1749.64	1360.61			1056.93		1294.4	1505.78		1868.04	1355.76		1505.48			1346.67	1725.06		2740.9	1551.87		1584.21				
PRTN3	4111.72			13223.6	1788.65	3021.3	9879.37		1623.38	103416			15367.4		1314.21	6429.26		1341.22	11078.9		1833.82	14111.6		1151.33	8208.14				17780.1			39478.6		1348.49	128487			203379		1181.57	14128.2		1470.4	24047.9			1799.76		822.075	4096.23			20567.1	721.068	797.83	43636.3			34138.4		2257.33	81497.9			22757.8			36452.6				414.54	
PRUNE2		1791.06	1077.09		1385.35									3369.21	1386.96						534.641		3571.65			1742.12	1457.39			2585.98			982.581			2667.8	896.012					697.847			1854.63			2349.51				1941.25					2123.06	1386.84		1227.72						935.693	1145.5						
PRXL2A	1307.11	1259.02		695.582				983.955				611.518		1218.7									1153.45		1217.12					1412.56						808.03		5313.46				923.316						1066.34	405.646	3105.28							1525.97								1995.21					1159.76			
PSAP	6992.74	3764.14		5464.86	3325.62	4001.27	6536.09	2029.28	4086.13	2412.16		3565.7	3234.88	5703.68	2051.42	4075.9		2153.27	5294.98	3593.85		3816			4251.88		4319.94		4372.86	2760.38	2627.07	4254.01			2490.92	4010.23		9141.33	3067.52		9675.65	3330.08		4667.15	3490.36	2939.79	6541.59	3218.84	3352.88	4528.62	2651.83	3526.11	6339.96		4774.63		2978.23	3333.8	3174.92		2325.4				6400.04	2779.54	4136.47	3368.18			3371.45	2968.48	
PSAT1																		881.189																			675.088					591.201																1230.37			713.234			1879.66			522.454			580.339			
PSMA1	21052.2	26403.7	21090.3	28737.3	24963.6	22136.4	26355.9	24516.8	18223	21996.2	20528.4	29596.1	23790.3	17981.3	28360.8	18348.2	27125.8	20919.6	19110.9	22428.8	21881	21551	24965.5	21779.6	23965.8	28715.7	29446.8		26078.2	21540.3	18630	25106.3	17743.1	22758.3	51149.7	26528.8	17568.1	31162.5	25134.2	24185	27489	28350.7	24708.5	21635.9	24801.9	18045.5	23144.6	23782.4	23522.7	23899.5	24753.9	16104.8	25274.7	22773.4	25292.9	14627.6	24784.8	20580.6	21951.9	24542.6	20277.7	18900.7	20530.1	23670.8	20745.1	27648.8	24518.9	26077.7	21551.6	23827.9	16867.9	20826.3	
PSMA2			1674.8	1174.8		1845.39	2123.26	1420.6	2972.22		1230.48	2026.13		990.632	2141.86		1036.12	1914.29		1960.86	2432.67		1129.55	2261.34		785.372	1945.17			1812.5	2097.28		1488.92	1917.64	1868.92		1590.18			1762.27		1657.72	1235.54		1365	1972.42		2112.22	2578.19			1550.17		1968.35	1546.73		1425.82	1660.18		2525.14			2013.02	1261.01		1738.67	1380.95		2239.02	2228.42		1647.82	
PSMA3	14576.3	8508.29	12314.2	13511.8	10291.6	9228.6	12625.3	7565.67	12706.9	14136.7	7408.34	13580.5	10593.8	7820.51	11089.1	12347.1	8165.85	11602.5	9343.19	12654.5	11197.2	11683.2	11666.2	11307.7	14703	10200.9	9243.51		13631.7	12774.7	12554.2	15084.1	10591.4	7235.51	24245.3	12623.5	9088.48	26455	9249.1	10498.2	12763.6	12684.6	8555.93	9961.42	9882.2	10310.8	8825.38	12365.6	7885.98	11739.9	8863.29	8403.29	16004.4	9637.23	8887.05	7354.52	13019.9	7807.86	16108.2	9540.53	7028.15	13374.9	13132.9	8615.24	13494.3	10677.3	6759.84	14397.5	13213.6	11074.1	9475.03	10827.8	
PSMA4	10325.4	7593.3	8385.91	6799.82	4914.09	8215.68	7946.69	9958.7	6410.83	5584.01	4207.3	6153.38	7468.63	6900.15	7557.23	9407.4	8643.81	7818.58	5749.3	8224.65	15193.2	6459.49	7327.96	9174.84	9027.19	7111.24	10088.5		7469.77	6369.56	10211.6	7674.41	12514	8815.72	11207.4	7097.64	7411.33	35028.1	4471.46	6347.43	8076.77	8922.97	6353.9	4205.57	4752.47	8823.62	6247.03	7229.22	14073.4	9725.03	5539.7	7181.91	13223.8	5426.92	8115.24	2705.04	6864.49	7363.79	10807.3	7544.05	6743.31	15557.6	7456.62	7510.96	13078.2	4990.79	8680.51	12656.2	7052.41	7057.7	12371	6933.39	
PSMA5	24633.1	32370.5	15784.6	38728.4	27460.3	25313.3	35788.7	30502.1	16595.7	32962.5	15525.9	28523.6	28527.4	23411.7	23512.7	27419.2	18301.5	19811.4	28371.1	20652.7	22887.1	24032.9	24067.5	23305.3	40058.4	21718.3	31926		30095.8	19923.6	17390.7	29707.6	14369.2	22020.2	42536.1	23209	19414.8	35628.6	18303.3	18457.2	29261	22204	23920.9	22996.4	26309.7	12725.7	24097.2	23734.9	21518.7	27293.9	23416.7	16787.6	21793	17407	26429.4	10252.7	22276.8	24709	22809	20013.1	20515.8	10910.9	22050.5	29134.1	19546.3	27578.1	30673.2	28543	22642.1	22421.2	20513.5	22961.7	23155
PSMA6	7890.67	5653.67	5998.4	7076.11	5648.23	6434.12	8144.66	5524.01	6241.78	10285.5	5847.12	5973.15	7140.44	6598.13	8948.31	6283.64	4291.69	5229.46	6592.62	7669.3	7697.52	5718.03	6456.01	7677.84	9566.96	5778.86	8330.26		8608.47	6450.33	5553.28	6571.87	3207.14	6189	20670.7	7385.28	4617.75	19877.5	8258.4	6780.29	8797.84	7169.64	6883.4	5613.97	6950.21	6351.41	6643.38	7105.25	7822.95	7062.35	7247.9	4604.18	9845.68	6785.33	6063.78	9898.06	6844.91	6385.96	10359	8402.49	6100.74	4397.99	5627.46	5938.76	7727.9	6673.09	4362.94	10719	6686.54	6019.77	7461.76	4700.33	
PSMA7	3034.34	1756.6		1556.64		2205.05	1749.82	1336.45	1501.66	4267.13		1566.53	3010.08	1867.47	3063.28	4243.44	1104.37		2252.69	964.292	1476.43	2440.35	1648.85	1540.57		2490.9	2590.71		2442.24	1660.11	1405.52	4858.58		2083.22	5742.14	1479.39	1082.34		1762.08	1000.05	1308.61	2038.06	2516.03	3123.67	1542.66	1054.52	2647.55	1860.66	1769.36	3450.62	1469.65	1636.04	2877.92	2855.72	1917.93	4490.99	1770.44	1608.45	5453.28	1445.03	1534.87	4105.02		926.935	3877.68	2771.41		3923.3		1211.77	3750.93	2075.71	
PSMB1	17267.8	21618.7	32473.6	20045.5	17155.6	23572.7	15666	22719.9	24636.8	20907.1	16574.5	27317	13058.4	15007	20181.9	18971.5	17673.7	26991.5	11774.3	24565.3	25686.9	9306.98	23764.2	22865.1	28274	19984.5	23746.7		13164.4	20537.2	26118.1	25370.3	18428.6	19283.4	23418.9	20943.7	24652.9	161264	13413.9	20254.9	19227.6	27262.5	17033	16097.3	16893.7	26816.4	12831	21949.3	19784.9	24773.2	14683.8	23807.6	23697.6	14080.1	19304	5556.35	23340.2	19023	20370	18158.7	8614.62	5821.62	24463.3	25567.1	16738.2	20755.9	18549.2	22608.7	24786.3	22999.4	11632.8	17402.5	
PSMB10		778.885	999.904		1560.74	1502.17		1178.3	1247.06		1823.25	1143.02					3223.15	1243.81		911.136	1775.45		909.12	3509.88			982.263			1430.06	2815.22		3006.3	1736.36			1676.9			1336.87		889.38	792.443			1476.78			1203.03			751.939			307.796					686.332			1309.13			623.356	722.592			582.078		1305.21	
PSMB2	2927.76	1069.12	2782.63	1462.05	1125.35	1980.12	1453.97	1111.57	2613		1784.84	1608.84		1186.69	1574.41		1637.55	2683.88	1130.85	2055.73	2671.03	1432.5	1810.66	1594.29		1571.91	1783.6			1708.83	2827.1		2046.77	1907.94		2469.17	2151.76	1933.57	1308.04	2156.82	1191.52	1825.86	992.253	2075.62	1440	2169.42	843.472	1521.19	2075.43	1114.11	1277.61	1906.36	2756.57	1505.45	2042.27		1429.27	1167.18		2878.7			1947.7	1425.12	1568.21	1795.72	1659.81		1999.08	1573.21		1422.36	
PSMB3	1693.11	1173.95	2073.01		1145.82	2091.22	1151.2	1070.09	2778.57		1057.63	1960.84		852.019	1874.91	1142.84	1218.13	1888.95	746.887	3037.32	2723.07		1874.44	2065.81	2195.63	1034.34	2476.18		853.128	1342.75	2448.36		1653.28	2017.46		1603.36	2268.91		1345.02	2141.52	1295.78	2355.83	1704.97		1094.58	2898.71	1176.18	1794.87	2247.82	882.936		1934.75		1566.02	1662.36			1588.75		1985.32			1698.38	1080.34		1887.51	1763.04		2256.65	1501.69		1932.17	
PSMB4	15955.9	13467.5	6818.02	10921.3	9687.54	5733.6	13410.7	12936.6	9932.93	32838.7	13431.4	12503.3	9675.14	10792.3	13182.2	15634.2	6409.38	7335.03	9279.12	11881.5	9419.82	7545.42	13381.4	12178	14968.8	8509.75	9949.69		13981.3	13636.5	8239.05	19790.3	14028	7800.38	45301.4	13805	6626.73	17175.5	10436.9	9249.01	11540.7	15144.9	10074.7	7363.43	11275.5	8178.58	9321.97	13993.8	10192.8	11622.2	10047.7	5710.84	15533.6	11888	8204.9	12541.2	12814.6	9467.23	14774	12826.7	7872.16	11483.3	11327.6	11109	11572.3	8506.43	7256.14	13161.4	12246.5	10515.8	19837.8	4862.26	
PSMB5	3885.42	2256.61	4594.92	3620.39	2375.49	4148.01	4086.56	2157.52	4734.92	7117.08	2317.21	7064.83	5469.93	2959.63	5793.67	2854.25	3331.76	3984.5	5720.57	7341.63	7413.08	5493.76	5200.22	6023.64	4800.94	2540.54	5719.2			4532.84	7529.14	4278.1	3237.76	5187.44	5014.49	4942.22	8270.89	5177.6	2896.01	7351.42	2704.6	5385.36	5265.59	1318.56	4248.49	6306.63	2936.76	6270.72	9716.95	2574.71	4870.66	1313.33	2816.12	5639.58	3660.39	1378.32	4577.59	3617.57	4525.68	10590.9	1348.35	1023.15	3304.58	2907.55	3309.14	4400.02	3632.21	6725.92	5557	4270.98		3774.63	
PSMB6	18749.2	5992.36	719.169	5395.83	3422.94	1523.83	4360.66	4621.24	303.322	21530.6	634.376	1212.27	7152.18	5131.59	5358.68	16608.5	1586.68	487.839	6808.43	611.13	1313.19	6105.09	3780.81	880.117	13841.1	3636.1	1554.97		8028.14	2069.17	310.137	21228.5	976.64	2674.7	7238.6	16223.9	560.799	49512.3	7001.04	2424.42	1160.68	4141.69	3337.87	1913.09	4897.85	344.244	7953.24	4320.63	1708.15	19236.1	7377.73	893.018	19460.9	4066.18	2174.4	9344.29	6319.33	188.597	20586.4	3571.55	6431.53	8572.41	356.566	276.834	20242.4	4033.88	1107.61	7977.32	1783.22	1264.67	17085.9	1908.86	
PSMB7		5781.33												6692.36	6670.88					21944.3	1473		14673.6		16388.2		2168.84					15276.1						4562.87		2072.72		5048.66	2186.7		3416.03		5176.15	5901.15					3468.33	3031.89						3478.85	5871.74										6857.25		
PSMB8		797.87	1575.63	1929.48		1587.11			1454.58		1244.96	1538.31		1148.59			1334.98		1207.56	2341.3	1661.94	1402.06	1192.63	2320.75			2288.38			529.055	2483.95		897.815	2100.14			817.243		1165.76	2212.19		1495.34	2735.49	1464.16	1197.44	1883.42		2362.55	1718.51	1372.06		2518.3		1317.28	1737.62		1797.49			1536.56			1594.81	2034.89		1152.79	1500.72			1354.02	516.285	1552.09	
PSMB9		1375.34	1026.92	1511.19	837.626	888.819		1726.51	1132.79		878.356	1405.08		1164.73	713.803		700.137	1318.32		1297.29	885.274					1229.23	977.143				1149.56		637.016	796.647	3349.87	727.598	1048.61	5619.09	1433.91	639.51		1697.47	1187.18	2247.38	2410.9	878.58	953.232	1116.33	623.773		1560.11	1364.82		2084.99	908.497			619.071		1186.61			2131.55			928.35	632.284		822.49	686.709	2620.4	772.352	
PSMC1	7169.85	5907.74	6481.13	5349.49	4116.08	3654.97	5147.33	6151.09	3801.61	5526.4	4011.11	5398.33	7024.84	6156.71	6818.19	7536.46	3491.97	6251.37	5510.19	4603.71	2833.93	5672.42	5164.79	3650.52	7031.35	3455.11	3834.63		5731.33	5165.87	3721.12	6571.97	4141.93	2437.85	4494.1	6811.5	4202.75	23578.9	6336.25	2814.45	6335.41	5226.31	3664.74	3927.29	6232.13	3440.95	5292.03	5185.32	2506.26	6472.24	6031.77	5940.75	18200.8	4322.68	3427.29		5886.72	4867.26	5685.58	4929.86	4739.71	2957.21	4374.59	5190.21	6402.13	4452.93	3730.83	4897.82	5427.33	5992.48	10629.5	2736.44	
PSMC2	4394.81	4495.56	4516.34	4280.03	5233.66	4192.34	4357.13	4217.48	3794.3	2640.93	4785.79	4427.77	2588.3	4854.11	5189.88	5198.56	5619.52	5523.51	4536.04	4672.19	5078.89	4313.83	5554.31	3508.47	5244.51	4871.64	5029.66		3485.07	4415.33	3176.09	4302.06	6935.42	3028.33	2386.73	5026.65	5405.11	22318.7	4811.18	3484.08	3997.78	5337.17	2977.61	2736.45	4783.2	4515.27	3316.34	4941.6	5646.43	4952.57	4041.1	5626.98	3963.49	4251.01	5140.16		5143.94	4967.85	3812.63	4784.67	3824.89	5765.02	4564.63	4798.42	4841.74	4789.91	4653.44	4536.3	5106.72	4727.25	7970.91	5337.4	
PSMC3	6428.65	6358.12	5389.34	6011.2	6173.16	4075	5520.35	6793.47	4340.81	6043.17	6157.19	5575.97	4592.57	6993.1	6889.34	8404.85	6309.46	5906.14	5934.18	5956.1	7093.1	4132.42	6986.11	4203.58	8098.61	5574.82	7524.97		5863.73	5116.94	4638.85	6842.66	5538.57	4521.02	6403.72	5946.59	6087.5	14784.6	5430.86	4929.61	5760.56	6772.24	5018.95	3541.4	7123.29	5138.89	4594.35	6629.07	6296.46	7063.49	5275.57	6387.1	6150.23	7333.05	6636.02		6551.66	6488.64	5615.4	6893.62	9052.92	3991.73	5625.39	7199.65	8318.88	6800.13	6563.08	7275.31	5101.39	6352.67	3762.48	5417.38	
PSMC4	5318.13	4723.82	5081.19	2596.86	4060	2846.77	2990.14	4502	3861.99	2580.74	3788.76	4377.25	2941.55	3966.02	4864.78	3821.54	3205.53	4545.05	3885.34	5252.47	4573.84	3118.9	5321.62	3475.42	4190.62	3166.94	4308.33		2427.3	3552.38	4276.09	4946.88	3600.82	3024.73	2563.28	5147.4	4642.99	12673.5	4590.63	2685.86	3609.32	4999.28	3182.65	2596.55	4652.92	3998.59	3160.5	5085.19	3422.63	5840.59	3947.97	4871.3	4418.61	3996.88	4462.05		4094.52	4441.98	3390.38	4564.45	5111.79		3694.34	4617.74	7502.75	4618.77	3796.7	4436.93	5012.66	4162.67	4003.57	2871.06	
